name,bm25_weight,dense_weight,rrf_k,candidate_k,final_top_k,query_count,labeled_query_count,unlabeled_query_count,recall_at_1,recall_at_3,recall_at_5,recall_at_10,recall_at_20,recall_at_50,mrr,mrr_cutoff,delta_recall_at_1,delta_recall_at_3,delta_recall_at_5,delta_recall_at_10,delta_recall_at_20,delta_recall_at_50,delta_mrr,better_than_dense_by_rr,worse_than_dense_by_rr,tied_with_dense_by_rr,dense_rank_1_count,dense_rank_1_preserved,dense_rank_1_degraded,hybrid_only_hit_at_3,dense_only_hit_at_3,hybrid_only_hit_at_5,dense_only_hit_at_5,hybrid_only_hit_at_10,dense_only_hit_at_10,pareto,queries_improved_at_1,queries_degraded_at_1,queries_tied_at_1,relevant_documents_gained_at_1,relevant_documents_lost_at_1,queries_improved_at_3,queries_degraded_at_3,queries_tied_at_3,relevant_documents_gained_at_3,relevant_documents_lost_at_3,queries_improved_at_5,queries_degraded_at_5,queries_tied_at_5,relevant_documents_gained_at_5,relevant_documents_lost_at_5,queries_improved_at_10,queries_degraded_at_10,queries_tied_at_10,relevant_documents_gained_at_10,relevant_documents_lost_at_10,queries_improved_at_20,queries_degraded_at_20,queries_tied_at_20,relevant_documents_gained_at_20,relevant_documents_lost_at_20,queries_improved_at_50,queries_degraded_at_50,queries_tied_at_50,relevant_documents_gained_at_50,relevant_documents_lost_at_50
bm25_1_dense_1_rrf_10_candidates_50_top_10,1.0,1.0,10,50,10,500,485,15,0.5676666666666662,0.8026666666666665,0.8936666666666669,0.9266666666666669,0.951,0.961,0.7417825396825397,10,-0.06166666666666665,-0.031666666666666954,0.01100000000000012,0.0003333333333332966,0.006666666666666599,0.004666666666666597,-0.040926984126984145,55,109,336,343,277,66,11,24,9,9,2,5,False,34,66,400,44,76,19,36,445,24,40,24,13,463,26,15,13,8,479,14,9,7,2,491,8,3,5,1,494,5,1
bm25_1_dense_1_rrf_10_candidates_100_top_10,1.0,1.0,10,100,10,500,485,15,0.5676666666666662,0.8026666666666665,0.8950000000000002,0.9300000000000003,0.953,0.965,0.742468253968254,10,-0.06166666666666665,-0.031666666666666954,0.012333333333333418,0.003666666666666707,0.0086666666666666,0.0086666666666666,-0.040241269841269856,56,108,336,343,277,66,11,24,10,9,2,3,False,34,66,400,44,76,19,36,445,24,40,26,14,460,28,16,13,7,480,14,8,7,1,492,8,2,8,1,491,8,1
bm25_1_dense_1_rrf_20_candidates_10_top_10,1.0,1.0,20,10,10,500,485,15,0.5696666666666663,0.8043333333333332,0.8953333333333336,0.927666666666667,0.942,0.942,0.7416079365079365,10,-0.059666666666666535,-0.03000000000000025,0.012666666666666826,0.0013333333333334085,-0.0023333333333334094,-0.01433333333333342,-0.041101587301587306,55,109,336,343,275,68,13,27,10,7,1,3,False,35,68,397,44,77,22,38,440,29,47,22,13,465,24,15,11,7,482,12,9,4,8,488,4,8,2,14,484,2,15
bm25_1_dense_1_rrf_20_candidates_20_top_10,1.0,1.0,20,20,10,500,485,15,0.5696666666666662,0.7953333333333332,0.8883333333333338,0.9296666666666669,0.9453333333333334,0.957,0.7417738095238096,10,-0.059666666666666646,-0.03900000000000026,0.005666666666666931,0.0033333333333332993,0.0010000000000000009,0.0006666666666665932,-0.0409357142857143,54,106,340,343,277,66,11,29,9,12,1,2,False,35,66,399,45,76,18,39,443,25,46,22,16,462,26,21,12,7,481,13,9,4,5,491,4,5,4,4,492,4,4
bm25_1_dense_1_rrf_20_candidates_50_top_10,1.0,1.0,20,50,10,500,485,15,0.5696666666666662,0.7963333333333332,0.8866666666666669,0.9260000000000002,0.951,0.961,0.7414222222222222,10,-0.059666666666666646,-0.038000000000000256,0.004000000000000115,-0.00033333333333340764,0.006666666666666599,0.004666666666666597,-0.04128730158730165,56,107,337,343,277,66,12,29,10,13,3,8,False,35,66,399,45,76,19,39,442,26,46,24,18,458,27,21,16,12,472,17,12,7,2,491,8,3,5,1,494,5,1
bm25_1_dense_1_rrf_20_candidates_100_top_10,1.0,1.0,20,100,10,500,485,15,0.5696666666666662,0.7983333333333332,0.8876666666666669,0.9310000000000002,0.952,0.965,0.7421912698412698,10,-0.059666666666666646,-0.036000000000000254,0.0050000000000001155,0.004666666666666597,0.0076666666666665995,0.0086666666666666,-0.04051825396825404,56,107,337,343,277,66,12,28,10,13,3,5,False,35,66,399,45,76,19,38,443,26,45,25,18,457,28,21,16,9,475,18,10,8,2,490,8,2,8,1,491,8,1
bm25_1_dense_1_rrf_40_candidates_10_top_10,1.0,1.0,40,10,10,500,485,15,0.5696666666666663,0.8043333333333332,0.8953333333333336,0.927666666666667,0.942,0.942,0.7416079365079365,10,-0.059666666666666535,-0.03000000000000025,0.012666666666666826,0.0013333333333334085,-0.0023333333333334094,-0.01433333333333342,-0.041101587301587306,55,109,336,343,275,68,13,27,10,7,1,3,False,35,68,397,44,77,22,38,440,29,47,22,13,465,24,15,11,7,482,12,9,4,8,488,4,8,2,14,484,2,15
bm25_1_dense_1_rrf_40_candidates_20_top_10,1.0,1.0,40,20,10,500,485,15,0.5689999999999995,0.7983333333333333,0.8893333333333338,0.9276666666666669,0.9453333333333334,0.957,0.7402761904761904,10,-0.06033333333333335,-0.03600000000000014,0.006666666666666932,0.0013333333333332975,0.0010000000000000009,0.0006666666666665932,-0.042433333333333434,54,107,339,343,276,67,12,30,9,12,1,3,False,35,67,398,46,78,20,38,442,28,47,23,16,461,26,20,12,8,480,13,10,4,5,491,4,5,4,4,492,4,4
bm25_1_dense_1_rrf_40_candidates_50_top_10,1.0,1.0,40,50,10,500,485,15,0.5689999999999995,0.7973333333333333,0.8870000000000003,0.9183333333333333,0.948,0.961,0.7384412698412698,10,-0.06033333333333335,-0.037000000000000144,0.004333333333333522,-0.00800000000000023,0.003666666666666596,0.004666666666666597,-0.04426825396825407,56,108,336,343,276,67,13,31,10,13,3,11,False,35,67,398,46,78,21,39,440,29,48,24,18,458,27,21,15,15,470,16,16,6,3,491,7,4,5,1,494,5,1
bm25_1_dense_1_rrf_40_candidates_100_top_10,1.0,1.0,40,100,10,500,485,15,0.5709999999999995,0.8003333333333333,0.8910000000000003,0.9243333333333333,0.947,0.965,0.7407912698412699,10,-0.05833333333333335,-0.03400000000000014,0.008333333333333526,-0.002000000000000224,0.002666666666666595,0.0086666666666666,-0.04191825396825399,57,108,335,343,276,67,14,31,11,13,4,10,False,36,67,397,47,78,22,39,439,31,48,26,18,456,30,21,17,14,469,19,15,9,5,486,10,6,8,1,491,8,1
bm25_1_dense_1_rrf_60_candidates_10_top_10,1.0,1.0,60,10,10,500,485,15,0.5696666666666663,0.8043333333333332,0.8953333333333336,0.927666666666667,0.942,0.942,0.7416079365079365,10,-0.059666666666666535,-0.03000000000000025,0.012666666666666826,0.0013333333333334085,-0.0023333333333334094,-0.01433333333333342,-0.041101587301587306,55,109,336,343,275,68,13,27,10,7,1,3,False,35,68,397,44,77,22,38,440,29,47,22,13,465,24,15,11,7,482,12,9,4,8,488,4,8,2,14,484,2,15
bm25_1_dense_1_rrf_60_candidates_20_top_10,1.0,1.0,60,20,10,500,485,15,0.5689999999999995,0.7963333333333333,0.8913333333333338,0.9276666666666669,0.9453333333333334,0.957,0.7401285714285714,10,-0.06033333333333335,-0.038000000000000145,0.008666666666666933,0.0013333333333332975,0.0010000000000000009,0.0006666666666665932,-0.0425809523809525,55,107,338,343,276,67,12,31,10,12,1,3,False,35,67,398,46,78,20,39,441,28,48,24,16,460,27,20,12,8,480,13,10,4,5,491,4,5,4,4,492,4,4
bm25_1_dense_1_rrf_60_candidates_50_top_10,1.0,1.0,60,50,10,500,485,15,0.5689999999999995,0.7953333333333333,0.8883333333333338,0.9156666666666667,0.948,0.961,0.737979365079365,10,-0.06033333333333335,-0.039000000000000146,0.005666666666666931,-0.010666666666666824,0.003666666666666596,0.004666666666666597,-0.04473015873015884,57,108,335,343,276,67,13,32,11,14,3,12,False,35,67,398,46,78,21,40,439,29,49,25,18,457,28,22,15,17,468,16,18,6,3,491,7,4,5,1,494,5,1
bm25_1_dense_1_rrf_60_candidates_100_top_10,1.0,1.0,60,100,10,500,485,15,0.5709999999999995,0.7983333333333333,0.8923333333333338,0.9226666666666667,0.946,0.965,0.7403015873015873,10,-0.05833333333333335,-0.03600000000000014,0.009666666666666934,-0.003666666666666818,0.0016666666666665941,0.0086666666666666,-0.042407936507936506,58,108,334,343,276,67,14,32,12,14,4,11,False,36,67,397,47,78,22,40,438,31,49,27,18,455,31,22,18,16,466,20,17,11,7,482,12,8,8,1,491,8,1
bm25_1_dense_1_rrf_100_candidates_10_top_10,1.0,1.0,100,10,10,500,485,15,0.5696666666666663,0.8043333333333332,0.8953333333333336,0.927666666666667,0.942,0.942,0.7416079365079365,10,-0.059666666666666535,-0.03000000000000025,0.012666666666666826,0.0013333333333334085,-0.0023333333333334094,-0.01433333333333342,-0.041101587301587306,55,109,336,343,275,68,13,27,10,7,1,3,False,35,68,397,44,77,22,38,440,29,47,22,13,465,24,15,11,7,482,12,9,4,8,488,4,8,2,14,484,2,15
bm25_1_dense_1_rrf_100_candidates_20_top_10,1.0,1.0,100,20,10,500,485,15,0.5689999999999995,0.7956666666666666,0.8913333333333338,0.9276666666666669,0.9453333333333334,0.957,0.7401285714285714,10,-0.06033333333333335,-0.03866666666666685,0.008666666666666933,0.0013333333333332975,0.0010000000000000009,0.0006666666666665932,-0.0425809523809525,55,107,338,343,276,67,12,31,10,12,1,3,False,35,67,398,46,78,20,39,441,28,49,24,16,460,27,20,12,8,480,13,10,4,5,491,4,5,4,4,492,4,4
bm25_1_dense_1_rrf_100_candidates_50_top_10,1.0,1.0,100,50,10,500,485,15,0.5689999999999995,0.7946666666666666,0.8903333333333338,0.9156666666666667,0.948,0.961,0.7380626984126984,10,-0.06033333333333335,-0.03966666666666685,0.0076666666666669325,-0.010666666666666824,0.003666666666666596,0.004666666666666597,-0.04464682539682541,57,108,335,343,276,67,13,32,12,14,3,12,False,35,67,398,46,78,21,40,439,29,50,26,18,456,29,22,15,17,468,16,18,6,3,491,7,4,5,1,494,5,1
bm25_1_dense_1_rrf_100_candidates_100_top_10,1.0,1.0,100,100,10,500,485,15,0.5709999999999995,0.7986666666666666,0.8943333333333338,0.9206666666666667,0.945,0.963,0.7400626984126984,10,-0.05833333333333335,-0.035666666666666846,0.011666666666666936,-0.00566666666666682,0.0006666666666665932,0.006666666666666599,-0.042646825396825405,58,108,334,343,276,67,14,32,13,14,4,12,False,36,67,397,47,78,23,40,437,32,50,28,18,454,32,22,18,17,465,20,18,10,7,483,11,8,8,2,490,8,2
bm25_1_dense_1.5_rrf_1_candidates_10_top_10,1.0,1.5,1,10,10,500,485,15,0.6319999999999995,0.8143333333333332,0.8943333333333336,0.9320000000000004,0.942,0.942,0.7841904761904761,10,0.002666666666666595,-0.02000000000000024,0.011666666666666825,0.00566666666666682,-0.0023333333333334094,-0.01433333333333342,0.0014809523809522496,41,58,401,343,330,13,8,16,6,5,1,1,False,16,13,471,19,16,16,25,459,19,28,17,7,476,19,9,9,3,488,10,4,4,8,488,4,8,2,14,484,2,15
bm25_1_dense_1.5_rrf_1_candidates_20_top_10,1.0,1.5,1,20,10,500,485,15,0.6299999999999994,0.813,0.8896666666666669,0.9340000000000003,0.9466666666666667,0.957,0.7824484126984127,10,0.0006666666666665932,-0.021333333333333537,0.007000000000000117,0.0076666666666667105,0.0023333333333332984,0.0006666666666665932,-0.00026111111111115637,38,59,403,343,330,13,8,16,6,7,2,2,False,15,13,472,18,16,14,24,462,17,27,17,11,472,19,13,12,3,485,13,4,3,2,495,3,2,4,4,492,4,4
bm25_1_dense_1.5_rrf_1_candidates_50_top_10,1.0,1.5,1,50,10,500,485,15,0.6299999999999994,0.813,0.8896666666666669,0.9313333333333336,0.949,0.9603333333333334,0.7824142857142857,10,0.0006666666666665932,-0.021333333333333537,0.007000000000000117,0.0050000000000000044,0.004666666666666597,0.0040000000000000036,-0.00029523809523812616,36,59,405,343,330,13,8,16,6,7,1,2,False,15,13,472,18,16,14,24,462,17,27,17,11,472,19,13,11,4,485,12,5,5,1,494,6,2,4,1,495,4,1
bm25_1_dense_1.5_rrf_1_candidates_100_top_10,1.0,1.5,1,100,10,500,485,15,0.6299999999999994,0.813,0.8896666666666669,0.9323333333333336,0.949,0.962,0.7824142857142857,10,0.0006666666666665932,-0.021333333333333537,0.007000000000000117,0.006000000000000005,0.004666666666666597,0.005666666666666598,-0.00029523809523812616,36,59,405,343,330,13,8,16,6,7,1,2,False,15,13,472,18,16,14,24,462,17,27,17,11,472,19,13,12,4,484,13,5,5,1,494,6,2,6,1,493,6,1
bm25_1_dense_1.5_rrf_5_candidates_10_top_10,1.0,1.5,5,10,10,500,485,15,0.6026666666666661,0.8276666666666668,0.8990000000000002,0.933666666666667,0.942,0.942,0.7709111111111111,10,-0.026666666666666727,-0.00666666666666671,0.016333333333333422,0.007333333333333414,-0.0023333333333334094,-0.01433333333333342,-0.011798412698412752,45,61,394,343,309,34,12,13,8,4,1,1,False,21,34,445,26,39,18,20,462,23,25,19,6,475,20,7,9,1,490,9,1,4,8,488,4,8,2,14,484,2,15
bm25_1_dense_1.5_rrf_5_candidates_20_top_10,1.0,1.5,5,20,10,500,485,15,0.606666666666666,0.8286666666666668,0.9013333333333334,0.9320000000000003,0.9466666666666667,0.957,0.773763492063492,10,-0.022666666666666835,-0.005666666666666709,0.01866666666666661,0.005666666666666709,0.0023333333333332984,0.0006666666666665932,-0.008946031746031813,45,57,398,343,313,30,11,12,8,4,1,2,False,21,30,449,25,34,18,19,463,21,22,22,6,472,24,8,11,3,486,12,4,3,2,495,3,2,4,4,492,4,4
bm25_1_dense_1.5_rrf_5_candidates_50_top_10,1.0,1.5,5,50,10,500,485,15,0.610666666666666,0.8283333333333335,0.8986666666666668,0.9346666666666669,0.951,0.9603333333333334,0.7756468253968254,10,-0.01866666666666683,-0.006000000000000005,0.016000000000000014,0.008333333333333304,0.006666666666666599,0.0040000000000000036,-0.007062698412698465,44,57,399,343,315,28,11,12,7,4,1,1,False,21,28,451,24,31,17,18,465,20,21,20,6,474,22,8,12,2,486,13,3,6,1,493,7,2,4,1,495,4,1
bm25_1_dense_1.5_rrf_5_candidates_100_top_10,1.0,1.5,5,100,10,500,485,15,0.610666666666666,0.8283333333333335,0.8986666666666668,0.9356666666666669,0.951,0.962,0.7756880952380952,10,-0.01866666666666683,-0.006000000000000005,0.016000000000000014,0.009333333333333305,0.006666666666666599,0.005666666666666598,-0.007021428571428623,44,56,400,343,315,28,11,12,7,4,1,1,True,21,28,451,24,31,17,18,465,20,21,20,6,474,22,8,13,2,485,14,3,6,1,493,7,2,6,1,493,6,1
bm25_1_dense_1.5_rrf_10_candidates_10_top_10,1.0,1.5,10,10,10,500,485,15,0.5959999999999995,0.8220000000000002,0.8986666666666667,0.932666666666667,0.942,0.942,0.766168253968254,10,-0.033333333333333326,-0.012333333333333307,0.015999999999999903,0.006333333333333413,-0.0023333333333334094,-0.01433333333333342,-0.0165412698412698,44,66,390,343,303,40,11,16,9,2,0,0,False,23,40,437,30,47,18,23,459,24,30,14,4,482,16,6,7,0,493,7,0,4,8,488,4,8,2,14,484,2,15
bm25_1_dense_1.5_rrf_10_candidates_20_top_10,1.0,1.5,10,20,10,500,485,15,0.5959999999999994,0.8196666666666667,0.9060000000000001,0.9340000000000003,0.9466666666666667,0.957,0.7659,10,-0.03333333333333344,-0.014666666666666828,0.023333333333333317,0.0076666666666667105,0.0023333333333332984,0.0006666666666665932,-0.01680952380952383,45,65,390,343,306,37,10,15,9,2,1,1,False,22,37,441,27,42,17,23,460,22,28,21,4,475,23,6,11,2,487,12,3,3,2,495,3,2,4,4,492,4,4
bm25_1_dense_1.5_rrf_10_candidates_50_top_10,1.0,1.5,10,50,10,500,485,15,0.5999999999999994,0.8156666666666667,0.9000000000000001,0.9366666666666669,0.951,0.9603333333333334,0.7683714285714286,10,-0.029333333333333433,-0.01866666666666683,0.01733333333333331,0.010333333333333306,0.006666666666666599,0.0040000000000000036,-0.014338095238095261,46,64,390,343,308,35,10,17,9,5,2,1,False,22,35,443,26,39,17,25,458,21,29,21,7,472,23,9,13,2,485,13,2,6,1,493,7,2,4,1,495,4,1
bm25_1_dense_1.5_rrf_10_candidates_100_top_10,1.0,1.5,10,100,10,500,485,15,0.5999999999999994,0.8176666666666667,0.8990000000000001,0.9376666666666669,0.952,0.964,0.7691634920634921,10,-0.029333333333333433,-0.01666666666666683,0.01633333333333331,0.011333333333333306,0.0076666666666665995,0.0076666666666665995,-0.01354603174603175,46,64,390,343,308,35,10,16,9,6,2,1,True,22,35,443,26,39,17,24,459,21,28,21,8,471,23,10,14,2,484,15,3,7,1,492,7,1,7,1,492,7,1
bm25_1_dense_1.5_rrf_20_candidates_10_top_10,1.0,1.5,20,10,10,500,485,15,0.5929999999999995,0.8196666666666669,0.8986666666666667,0.9263333333333336,0.942,0.942,0.7645984126984128,10,-0.03633333333333333,-0.014666666666666606,0.015999999999999903,0.0,-0.0023333333333334094,-0.01433333333333342,-0.018111111111111078,47,66,387,343,301,42,11,17,9,2,0,0,False,24,42,434,31,49,18,26,456,23,32,14,4,482,16,6,0,0,500,0,0,4,8,488,4,8,2,14,484,2,15
bm25_1_dense_1.5_rrf_20_candidates_20_top_10,1.0,1.5,20,20,10,500,485,15,0.5916666666666661,0.8136666666666666,0.8980000000000001,0.9333333333333336,0.9463333333333334,0.957,0.7618761904761905,10,-0.03766666666666674,-0.020666666666666833,0.01533333333333331,0.007000000000000006,0.0020000000000000018,0.0006666666666665932,-0.02083333333333337,48,67,385,343,302,41,11,19,9,6,1,1,False,23,41,436,30,48,18,28,454,23,34,20,8,472,23,12,11,3,486,11,3,2,1,497,2,1,4,4,492,4,4
bm25_1_dense_1.5_rrf_20_candidates_50_top_10,1.0,1.5,20,50,10,500,485,15,0.5916666666666661,0.8163333333333332,0.8950000000000001,0.9350000000000003,0.949,0.9573333333333334,0.7612563492063492,10,-0.03766666666666674,-0.018000000000000238,0.012333333333333307,0.008666666666666711,0.004666666666666597,0.0010000000000000009,-0.02145317460317464,50,69,381,343,302,41,11,17,9,8,3,3,False,23,41,436,30,48,18,27,455,22,31,21,10,469,23,12,15,3,482,15,3,4,1,495,5,2,2,1,497,2,1
bm25_1_dense_1.5_rrf_20_candidates_100_top_10,1.0,1.5,20,100,10,500,485,15,0.5916666666666661,0.8163333333333332,0.8950000000000001,0.9370000000000003,0.954,0.965,0.7616,10,-0.03766666666666674,-0.018000000000000238,0.012333333333333307,0.010666666666666713,0.009666666666666601,0.0086666666666666,-0.0211095238095238,50,69,381,343,302,41,11,17,9,8,3,3,True,23,41,436,30,48,18,27,455,22,31,21,10,469,23,12,16,3,481,16,3,8,1,491,8,1,8,1,491,8,1
bm25_1_dense_1.5_rrf_40_candidates_10_top_10,1.0,1.5,40,10,10,500,485,15,0.5929999999999995,0.8196666666666669,0.8986666666666667,0.9263333333333336,0.942,0.942,0.7645984126984128,10,-0.03633333333333333,-0.014666666666666606,0.015999999999999903,0.0,-0.0023333333333334094,-0.01433333333333342,-0.018111111111111078,47,66,387,343,301,42,11,17,9,2,0,0,False,24,42,434,31,49,18,26,456,22,31,14,4,482,15,5,0,0,500,0,0,4,8,488,4,8,2,14,484,2,15
bm25_1_dense_1.5_rrf_40_candidates_20_top_10,1.0,1.5,40,20,10,500,485,15,0.5896666666666662,0.8116666666666666,0.9000000000000001,0.9333333333333336,0.9443333333333334,0.957,0.7609785714285714,10,-0.03966666666666663,-0.022666666666666835,0.01733333333333331,0.007000000000000006,0.0,0.0006666666666665932,-0.021730952380952462,49,68,383,343,301,42,11,20,10,6,1,1,False,23,42,435,30,49,18,29,453,22,34,21,8,471,23,11,11,3,486,11,3,0,0,500,0,0,4,4,492,4,4
bm25_1_dense_1.5_rrf_40_candidates_50_top_10,1.0,1.5,40,50,10,500,485,15,0.5896666666666662,0.8133333333333332,0.8913333333333334,0.9280000000000003,0.952,0.9573333333333334,0.759618253968254,10,-0.03966666666666663,-0.02100000000000024,0.0086666666666666,0.0016666666666667052,0.0076666666666665995,0.0010000000000000009,-0.023091269841269857,51,70,379,343,301,42,12,19,11,11,3,7,False,23,42,435,30,49,19,29,452,23,33,23,14,463,24,15,15,8,477,16,8,6,1,493,6,1,2,1,497,2,1
bm25_1_dense_1.5_rrf_40_candidates_100_top_10,1.0,1.5,40,100,10,500,485,15,0.5896666666666662,0.8153333333333332,0.8923333333333334,0.9310000000000003,0.954,0.965,0.7602515873015873,10,-0.03966666666666663,-0.01900000000000024,0.009666666666666601,0.004666666666666708,0.009666666666666601,0.0086666666666666,-0.022457936507936593,52,70,378,343,301,42,12,18,11,11,4,8,False,23,42,435,30,49,19,28,453,23,32,24,14,462,25,15,17,9,474,19,9,8,1,491,8,1,8,1,491,8,1
bm25_1_dense_1.5_rrf_60_candidates_10_top_10,1.0,1.5,60,10,10,500,485,15,0.5929999999999995,0.8196666666666669,0.8986666666666667,0.9263333333333336,0.942,0.942,0.7645984126984128,10,-0.03633333333333333,-0.014666666666666606,0.015999999999999903,0.0,-0.0023333333333334094,-0.01433333333333342,-0.018111111111111078,47,66,387,343,301,42,11,17,9,2,0,0,False,24,42,434,31,49,18,26,456,22,31,14,4,482,15,5,0,0,500,0,0,4,8,488,4,8,2,14,484,2,15
