name,bm25_weight,dense_weight,rrf_k,candidate_k,final_top_k,query_count,labeled_query_count,unlabeled_query_count,recall_at_1,recall_at_3,recall_at_5,recall_at_10,recall_at_20,recall_at_50,mrr,mrr_cutoff,delta_recall_at_1,delta_recall_at_3,delta_recall_at_5,delta_recall_at_10,delta_recall_at_20,delta_recall_at_50,delta_mrr,better_than_dense_by_rr,worse_than_dense_by_rr,tied_with_dense_by_rr,dense_rank_1_count,dense_rank_1_preserved,dense_rank_1_degraded,hybrid_only_hit_at_3,dense_only_hit_at_3,hybrid_only_hit_at_5,dense_only_hit_at_5,hybrid_only_hit_at_10,dense_only_hit_at_10,pareto,queries_improved_at_1,queries_degraded_at_1,queries_tied_at_1,relevant_documents_gained_at_1,relevant_documents_lost_at_1,queries_improved_at_3,queries_degraded_at_3,queries_tied_at_3,relevant_documents_gained_at_3,relevant_documents_lost_at_3,queries_improved_at_5,queries_degraded_at_5,queries_tied_at_5,relevant_documents_gained_at_5,relevant_documents_lost_at_5,queries_improved_at_10,queries_degraded_at_10,queries_tied_at_10,relevant_documents_gained_at_10,relevant_documents_lost_at_10,queries_improved_at_20,queries_degraded_at_20,queries_tied_at_20,relevant_documents_gained_at_20,relevant_documents_lost_at_20,queries_improved_at_50,queries_degraded_at_50,queries_tied_at_50,relevant_documents_gained_at_50,relevant_documents_lost_at_50
bm25_1_dense_1_rrf_20_candidates_20_top_10,1.0,1.0,20,20,10,200,200,0,0.6325,0.9125,0.98,0.9925,1.0,1.0,0.7979166666666667,10,-0.12750000000000006,-0.04749999999999999,-0.007500000000000062,-0.0050000000000000044,0.0,0.0,-0.08675,11,51,138,159,121,38,0,10,0,1,0,1,False,10,38,152,12,40,2,11,187,3,12,1,3,196,1,3,1,2,197,1,2,0,0,200,0,0,0,0,200,0,0
bm25_1_dense_1_rrf_20_candidates_50_top_10,1.0,1.0,20,50,10,200,200,0,0.6325,0.9125,0.98,0.9875,0.995,1.0,0.7970833333333333,10,-0.12750000000000006,-0.04749999999999999,-0.007500000000000062,-0.010000000000000009,-0.0050000000000000044,0.0,-0.08758333333333346,11,51,138,159,121,38,0,10,0,1,0,2,False,10,38,152,12,40,2,11,187,3,12,1,3,196,1,3,1,3,196,1,3,0,1,199,0,1,0,0,200,0,0
bm25_1_dense_1_rrf_20_candidates_100_top_10,1.0,1.0,20,100,10,200,200,0,0.6325,0.9125,0.98,0.9875,0.9925,1.0,0.7970833333333333,10,-0.12750000000000006,-0.04749999999999999,-0.007500000000000062,-0.010000000000000009,-0.007499999999999951,0.0,-0.08758333333333346,11,51,138,159,121,38,0,10,0,1,0,2,False,10,38,152,12,40,2,11,187,3,12,1,3,196,1,3,1,3,196,1,3,0,2,198,0,2,0,0,200,0,0
bm25_1_dense_1_rrf_40_candidates_10_top_10,1.0,1.0,40,10,10,200,200,0,0.6325,0.9125,0.9875,0.995,1.0,1.0,0.7983333333333333,10,-0.12750000000000006,-0.04749999999999999,0.0,-0.0025000000000000577,0.0,0.0,-0.08633333333333337,11,51,138,159,121,38,0,10,0,0,0,1,False,10,38,152,12,40,2,11,187,3,12,2,2,196,2,2,1,1,198,1,1,0,0,200,0,0,0,0,200,0,0
bm25_1_dense_1_rrf_40_candidates_20_top_10,1.0,1.0,40,20,10,200,200,0,0.6325,0.9125,0.98,0.9925,1.0,1.0,0.7979166666666667,10,-0.12750000000000006,-0.04749999999999999,-0.007500000000000062,-0.0050000000000000044,0.0,0.0,-0.08675,11,51,138,159,121,38,0,10,0,1,0,1,False,10,38,152,12,40,2,11,187,3,12,1,3,196,1,3,1,2,197,1,2,0,0,200,0,0,0,0,200,0,0
bm25_1_dense_1_rrf_40_candidates_50_top_10,1.0,1.0,40,50,10,200,200,0,0.6325,0.9125,0.98,0.9875,0.9875,1.0,0.7970833333333333,10,-0.12750000000000006,-0.04749999999999999,-0.007500000000000062,-0.010000000000000009,-0.012499999999999956,0.0,-0.08758333333333346,11,51,138,159,121,38,0,10,0,1,0,2,False,10,38,152,12,40,2,11,187,3,12,1,3,196,1,3,1,3,196,1,3,0,3,197,0,3,0,0,200,0,0
bm25_1_dense_1_rrf_40_candidates_100_top_10,1.0,1.0,40,100,10,200,200,0,0.6325,0.9125,0.98,0.9875,0.9875,0.9925,0.7970833333333333,10,-0.12750000000000006,-0.04749999999999999,-0.007500000000000062,-0.010000000000000009,-0.012499999999999956,-0.007499999999999951,-0.08758333333333346,11,51,138,159,121,38,0,10,0,1,0,2,False,10,38,152,12,40,2,11,187,3,12,1,3,196,1,3,1,3,196,1,3,0,3,197,0,3,0,2,198,0,2
bm25_1_dense_1_rrf_60_candidates_10_top_10,1.0,1.0,60,10,10,200,200,0,0.6325,0.9125,0.9875,0.995,1.0,1.0,0.7983333333333333,10,-0.12750000000000006,-0.04749999999999999,0.0,-0.0025000000000000577,0.0,0.0,-0.08633333333333337,11,51,138,159,121,38,0,10,0,0,0,1,False,10,38,152,12,40,2,11,187,3,12,2,2,196,2,2,1,1,198,1,1,0,0,200,0,0,0,0,200,0,0
bm25_1_dense_1_rrf_60_candidates_20_top_10,1.0,1.0,60,20,10,200,200,0,0.6325,0.9125,0.98,0.9925,1.0,1.0,0.7979166666666667,10,-0.12750000000000006,-0.04749999999999999,-0.007500000000000062,-0.0050000000000000044,0.0,0.0,-0.08675,11,51,138,159,121,38,0,10,0,1,0,1,False,10,38,152,12,40,2,11,187,3,12,1,3,196,1,3,1,2,197,1,2,0,0,200,0,0,0,0,200,0,0
bm25_1_dense_1_rrf_60_candidates_50_top_10,1.0,1.0,60,50,10,200,200,0,0.6325,0.9125,0.98,0.9875,0.9875,1.0,0.7970833333333333,10,-0.12750000000000006,-0.04749999999999999,-0.007500000000000062,-0.010000000000000009,-0.012499999999999956,0.0,-0.08758333333333346,11,51,138,159,121,38,0,10,0,1,0,2,False,10,38,152,12,40,2,11,187,3,12,1,3,196,1,3,1,3,196,1,3,0,3,197,0,3,0,0,200,0,0
bm25_1_dense_1_rrf_60_candidates_100_top_10,1.0,1.0,60,100,10,200,200,0,0.6325,0.9125,0.98,0.9875,0.9875,0.9925,0.7970833333333333,10,-0.12750000000000006,-0.04749999999999999,-0.007500000000000062,-0.010000000000000009,-0.012499999999999956,-0.007499999999999951,-0.08758333333333346,11,51,138,159,121,38,0,10,0,1,0,2,False,10,38,152,12,40,2,11,187,3,12,1,3,196,1,3,1,3,196,1,3,0,3,197,0,3,0,2,198,0,2
bm25_1_dense_1_rrf_100_candidates_10_top_10,1.0,1.0,100,10,10,200,200,0,0.6325,0.9125,0.9875,0.995,1.0,1.0,0.7983333333333333,10,-0.12750000000000006,-0.04749999999999999,0.0,-0.0025000000000000577,0.0,0.0,-0.08633333333333337,11,51,138,159,121,38,0,10,0,0,0,1,False,10,38,152,12,40,2,11,187,3,12,2,2,196,2,2,1,1,198,1,1,0,0,200,0,0,0,0,200,0,0
bm25_1_dense_1_rrf_100_candidates_20_top_10,1.0,1.0,100,20,10,200,200,0,0.6325,0.9125,0.98,0.9925,1.0,1.0,0.7979166666666667,10,-0.12750000000000006,-0.04749999999999999,-0.007500000000000062,-0.0050000000000000044,0.0,0.0,-0.08675,11,51,138,159,121,38,0,10,0,1,0,1,False,10,38,152,12,40,2,11,187,3,12,1,3,196,1,3,1,2,197,1,2,0,0,200,0,0,0,0,200,0,0
bm25_1_dense_1_rrf_100_candidates_50_top_10,1.0,1.0,100,50,10,200,200,0,0.6325,0.9125,0.98,0.9875,0.9875,1.0,0.7970833333333333,10,-0.12750000000000006,-0.04749999999999999,-0.007500000000000062,-0.010000000000000009,-0.012499999999999956,0.0,-0.08758333333333346,11,51,138,159,121,38,0,10,0,1,0,2,False,10,38,152,12,40,2,11,187,3,12,1,3,196,1,3,1,3,196,1,3,0,3,197,0,3,0,0,200,0,0
bm25_1_dense_1_rrf_100_candidates_100_top_10,1.0,1.0,100,100,10,200,200,0,0.6325,0.9125,0.98,0.9875,0.9875,0.9925,0.7970833333333333,10,-0.12750000000000006,-0.04749999999999999,-0.007500000000000062,-0.010000000000000009,-0.012499999999999956,-0.007499999999999951,-0.08758333333333346,11,51,138,159,121,38,0,10,0,1,0,2,False,10,38,152,12,40,2,11,187,3,12,1,3,196,1,3,1,3,196,1,3,0,3,197,0,3,0,2,198,0,2
bm25_1_dense_1.5_rrf_1_candidates_10_top_10,1.0,1.5,1,10,10,200,200,0,0.7175,0.9275,0.99,0.995,1.0,1.0,0.8554166666666667,10,-0.04249999999999998,-0.03249999999999997,0.0024999999999999467,-0.0025000000000000577,0.0,0.0,-0.029249999999999998,1,21,178,159,149,10,0,7,0,0,0,1,False,1,10,189,3,12,2,8,190,3,9,1,0,199,1,0,1,1,198,1,1,0,0,200,0,0,0,0,200,0,0
bm25_1_dense_1.5_rrf_1_candidates_20_top_10,1.0,1.5,1,20,10,200,200,0,0.7125,0.9275,0.99,0.995,1.0,1.0,0.8529166666666668,10,-0.04749999999999999,-0.03249999999999997,0.0024999999999999467,-0.0025000000000000577,0.0,0.0,-0.031749999999999945,0,21,179,159,149,10,0,7,0,0,0,1,False,0,10,190,2,12,2,8,190,3,9,1,0,199,1,0,1,1,198,1,1,0,0,200,0,0,0,0,200,0,0
bm25_1_dense_1.5_rrf_1_candidates_50_top_10,1.0,1.5,1,50,10,200,200,0,0.7125,0.9275,0.99,0.995,1.0,1.0,0.8529166666666668,10,-0.04749999999999999,-0.03249999999999997,0.0024999999999999467,-0.0025000000000000577,0.0,0.0,-0.031749999999999945,0,21,179,159,149,10,0,7,0,0,0,1,False,0,10,190,2,12,2,8,190,3,9,1,0,199,1,0,1,1,198,1,1,0,0,200,0,0,0,0,200,0,0
bm25_1_dense_1.5_rrf_1_candidates_100_top_10,1.0,1.5,1,100,10,200,200,0,0.7125,0.9275,0.99,0.995,1.0,1.0,0.8529166666666668,10,-0.04749999999999999,-0.03249999999999997,0.0024999999999999467,-0.0025000000000000577,0.0,0.0,-0.031749999999999945,0,21,179,159,149,10,0,7,0,0,0,1,False,0,10,190,2,12,2,8,190,3,9,1,0,199,1,0,1,1,198,1,1,0,0,200,0,0,0,0,200,0,0
bm25_1_dense_1.5_rrf_5_candidates_10_top_10,1.0,1.5,5,10,10,200,200,0,0.6875,0.9275,0.99,0.9925,1.0,1.0,0.83625,10,-0.07250000000000001,-0.03249999999999997,0.0024999999999999467,-0.0050000000000000044,0.0,0.0,-0.04841666666666666,3,26,171,159,142,17,0,7,0,0,0,1,False,2,17,181,4,19,2,8,190,3,9,2,1,197,2,1,0,1,199,0,1,0,0,200,0,0,0,0,200,0,0
bm25_1_dense_1.5_rrf_5_candidates_20_top_10,1.0,1.5,5,20,10,200,200,0,0.6875,0.9275,0.9875,0.995,1.0,1.0,0.83625,10,-0.07250000000000001,-0.03249999999999997,0.0,-0.0025000000000000577,0.0,0.0,-0.04841666666666666,3,26,171,159,142,17,0,7,0,0,0,1,False,2,17,181,4,19,2,8,190,3,9,1,1,198,1,1,1,1,198,1,1,0,0,200,0,0,0,0,200,0,0
bm25_1_dense_1.5_rrf_5_candidates_50_top_10,1.0,1.5,5,50,10,200,200,0,0.6875,0.9275,0.99,0.995,1.0,1.0,0.83625,10,-0.07250000000000001,-0.03249999999999997,0.0024999999999999467,-0.0025000000000000577,0.0,0.0,-0.04841666666666666,3,26,171,159,142,17,0,7,0,0,0,1,False,2,17,181,4,19,2,8,190,3,9,1,0,199,1,0,1,1,198,1,1,0,0,200,0,0,0,0,200,0,0
bm25_1_dense_1.5_rrf_5_candidates_100_top_10,1.0,1.5,5,100,10,200,200,0,0.6875,0.9275,0.99,0.995,1.0,1.0,0.83625,10,-0.07250000000000001,-0.03249999999999997,0.0024999999999999467,-0.0025000000000000577,0.0,0.0,-0.04841666666666666,3,26,171,159,142,17,0,7,0,0,0,1,False,2,17,181,4,19,2,8,190,3,9,1,0,199,1,0,1,1,198,1,1,0,0,200,0,0,0,0,200,0,0
bm25_1_dense_1.5_rrf_10_candidates_10_top_10,1.0,1.5,10,10,10,200,200,0,0.645,0.9275,0.99,0.9925,1.0,1.0,0.81375,10,-0.11499999999999999,-0.03249999999999997,0.0024999999999999467,-0.0050000000000000044,0.0,0.0,-0.07091666666666674,3,35,162,159,133,26,0,7,0,0,0,1,False,2,26,172,4,28,1,7,192,2,8,2,1,197,2,1,0,1,199,0,1,0,0,200,0,0,0,0,200,0,0
bm25_1_dense_1.5_rrf_10_candidates_20_top_10,1.0,1.5,10,20,10,200,200,0,0.645,0.9275,0.9875,0.995,1.0,1.0,0.8134999999999999,10,-0.11499999999999999,-0.03249999999999997,0.0,-0.0025000000000000577,0.0,0.0,-0.07116666666666682,3,35,162,159,133,26,0,7,0,0,0,1,False,2,26,172,4,28,1,7,192,2,8,1,1,198,1,1,1,1,198,1,1,0,0,200,0,0,0,0,200,0,0
bm25_1_dense_1.5_rrf_10_candidates_50_top_10,1.0,1.5,10,50,10,200,200,0,0.645,0.93,0.9875,0.995,0.995,1.0,0.8134999999999999,10,-0.11499999999999999,-0.029999999999999916,0.0,-0.0025000000000000577,-0.0050000000000000044,0.0,-0.07116666666666682,3,35,162,159,133,26,0,7,0,0,0,1,False,2,26,172,4,28,2,7,191,2,7,1,1,198,1,1,1,1,198,1,1,0,1,199,0,1,0,0,200,0,0
bm25_1_dense_1.5_rrf_10_candidates_100_top_10,1.0,1.5,10,100,10,200,200,0,0.645,0.93,0.9875,0.995,0.995,1.0,0.8134999999999999,10,-0.11499999999999999,-0.029999999999999916,0.0,-0.0025000000000000577,-0.0050000000000000044,0.0,-0.07116666666666682,3,35,162,159,133,26,0,7,0,0,0,1,False,2,26,172,4,28,2,7,191,2,7,1,1,198,1,1,1,1,198,1,1,0,1,199,0,1,0,0,200,0,0
bm25_1_dense_1.5_rrf_20_candidates_10_top_10,1.0,1.5,20,10,10,200,200,0,0.645,0.9275,0.99,0.9975,1.0,1.0,0.8142499999999999,10,-0.11499999999999999,-0.03249999999999997,0.0024999999999999467,0.0,0.0,0.0,-0.0704166666666668,3,34,163,159,133,26,0,7,0,0,0,0,False,2,26,172,4,28,1,7,192,2,8,2,1,197,2,1,0,0,200,0,0,0,0,200,0,0,0,0,200,0,0
bm25_1_dense_1.5_rrf_20_candidates_20_top_10,1.0,1.5,20,20,10,200,200,0,0.645,0.9275,0.98,0.995,1.0,1.0,0.8133333333333332,10,-0.11499999999999999,-0.03249999999999997,-0.007500000000000062,-0.0025000000000000577,0.0,0.0,-0.07133333333333347,3,35,162,159,133,26,0,7,0,1,0,1,False,2,26,172,4,28,1,7,192,2,8,1,3,196,1,3,1,1,198,1,1,0,0,200,0,0,0,0,200,0,0
bm25_1_dense_1.5_rrf_20_candidates_50_top_10,1.0,1.5,20,50,10,200,200,0,0.645,0.9275,0.9825,0.9925,0.995,1.0,0.8133333333333332,10,-0.11499999999999999,-0.03249999999999997,-0.0050000000000000044,-0.0050000000000000044,-0.0050000000000000044,0.0,-0.07133333333333347,3,35,162,159,133,26,0,7,0,1,0,1,False,2,26,172,4,28,1,7,192,2,8,1,2,197,1,2,1,2,197,1,2,0,1,199,0,1,0,0,200,0,0
bm25_1_dense_1.5_rrf_20_candidates_100_top_10,1.0,1.5,20,100,10,200,200,0,0.645,0.9275,0.9825,0.9925,0.995,1.0,0.8133333333333332,10,-0.11499999999999999,-0.03249999999999997,-0.0050000000000000044,-0.0050000000000000044,-0.0050000000000000044,0.0,-0.07133333333333347,3,35,162,159,133,26,0,7,0,1,0,1,False,2,26,172,4,28,1,7,192,2,8,1,2,197,1,2,1,2,197,1,2,0,1,199,0,1,0,0,200,0,0
bm25_1_dense_1.5_rrf_40_candidates_10_top_10,1.0,1.5,40,10,10,200,200,0,0.645,0.925,0.99,0.9975,1.0,1.0,0.8142499999999999,10,-0.11499999999999999,-0.03499999999999992,0.0024999999999999467,0.0,0.0,0.0,-0.0704166666666668,3,34,163,159,133,26,0,7,0,0,0,0,False,2,26,172,4,28,0,7,193,1,8,2,1,197,2,1,0,0,200,0,0,0,0,200,0,0,0,0,200,0,0
bm25_1_dense_1.5_rrf_40_candidates_20_top_10,1.0,1.5,40,20,10,200,200,0,0.645,0.925,0.98,0.995,1.0,1.0,0.8133333333333332,10,-0.11499999999999999,-0.03499999999999992,-0.007500000000000062,-0.0025000000000000577,0.0,0.0,-0.07133333333333347,3,35,162,159,133,26,0,7,0,1,0,1,False,2,26,172,4,28,0,7,193,1,8,1,3,196,1,3,1,1,198,1,1,0,0,200,0,0,0,0,200,0,0
bm25_1_dense_1.5_rrf_40_candidates_50_top_10,1.0,1.5,40,50,10,200,200,0,0.645,0.925,0.98,0.9875,0.995,1.0,0.8125,10,-0.11499999999999999,-0.03499999999999992,-0.007500000000000062,-0.010000000000000009,-0.0050000000000000044,0.0,-0.07216666666666671,3,35,162,159,133,26,0,7,0,1,0,2,False,2,26,172,4,28,0,7,193,1,8,1,3,196,1,3,1,3,196,1,3,0,1,199,0,1,0,0,200,0,0
bm25_1_dense_1.5_rrf_40_candidates_100_top_10,1.0,1.5,40,100,10,200,200,0,0.645,0.925,0.98,0.9875,0.9925,1.0,0.8125,10,-0.11499999999999999,-0.03499999999999992,-0.007500000000000062,-0.010000000000000009,-0.007499999999999951,0.0,-0.07216666666666671,3,35,162,159,133,26,0,7,0,1,0,2,False,2,26,172,4,28,0,7,193,1,8,1,3,196,1,3,1,3,196,1,3,0,2,198,0,2,0,0,200,0,0
bm25_1_dense_1.5_rrf_60_candidates_10_top_10,1.0,1.5,60,10,10,200,200,0,0.645,0.92,0.99,0.9975,1.0,1.0,0.8138333333333334,10,-0.11499999999999999,-0.039999999999999925,0.0024999999999999467,0.0,0.0,0.0,-0.0708333333333333,3,34,163,159,133,26,0,8,0,0,0,0,False,2,26,172,4,28,0,8,192,1,9,2,1,197,2,1,0,0,200,0,0,0,0,200,0,0,0,0,200,0,0
bm25_1_dense_1.5_rrf_60_candidates_20_top_10,1.0,1.5,60,20,10,200,200,0,0.645,0.92,0.98,0.995,1.0,1.0,0.8129166666666667,10,-0.11499999999999999,-0.039999999999999925,-0.007500000000000062,-0.0025000000000000577,0.0,0.0,-0.07174999999999998,3,35,162,159,133,26,0,8,0,1,0,1,False,2,26,172,4,28,0,8,192,1,9,1,3,196,1,3,1,1,198,1,1,0,0,200,0,0,0,0,200,0,0
bm25_1_dense_1.5_rrf_60_candidates_50_top_10,1.0,1.5,60,50,10,200,200,0,0.645,0.92,0.98,0.9875,0.9875,1.0,0.8120833333333333,10,-0.11499999999999999,-0.039999999999999925,-0.007500000000000062,-0.010000000000000009,-0.012499999999999956,0.0,-0.07258333333333344,3,35,162,159,133,26,0,8,0,1,0,2,False,2,26,172,4,28,0,8,192,1,9,1,3,196,1,3,1,3,196,1,3,0,3,197,0,3,0,0,200,0,0
bm25_1_dense_1.5_rrf_60_candidates_100_top_10,1.0,1.5,60,100,10,200,200,0,0.645,0.92,0.98,0.9875,0.9875,0.995,0.8120833333333333,10,-0.11499999999999999,-0.039999999999999925,-0.007500000000000062,-0.010000000000000009,-0.012499999999999956,-0.0050000000000000044,-0.07258333333333344,3,35,162,159,133,26,0,8,0,1,0,2,False,2,26,172,4,28,0,8,192,1,9,1,3,196,1,3,1,3,196,1,3,0,3,197,0,3,0,1,199,0,1
bm25_1_dense_1.5_rrf_100_candidates_10_top_10,1.0,1.5,100,10,10,200,200,0,0.645,0.92,0.99,0.9975,1.0,1.0,0.8138333333333334,10,-0.11499999999999999,-0.039999999999999925,0.0024999999999999467,0.0,0.0,0.0,-0.0708333333333333,3,34,163,159,133,26,0,8,0,0,0,0,False,2,26,172,4,28,0,8,192,1,9,2,1,197,2,1,0,0,200,0,0,0,0,200,0,0,0,0,200,0,0
bm25_1_dense_1.5_rrf_100_candidates_20_top_10,1.0,1.5,100,20,10,200,200,0,0.645,0.92,0.98,0.995,1.0,1.0,0.8129166666666667,10,-0.11499999999999999,-0.039999999999999925,-0.007500000000000062,-0.0025000000000000577,0.0,0.0,-0.07174999999999998,3,35,162,159,133,26,0,8,0,1,0,1,False,2,26,172,4,28,0,8,192,1,9,1,3,196,1,3,1,1,198,1,1,0,0,200,0,0,0,0,200,0,0
